iso2c,iso3c,country,year,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
AZ,AZE,Azerbaijan,2007,12477.38469,8581300,17.7,24.4,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1991,5558.818413,7271000,26.6,36.2,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2009,14900.50866,8947243,17,22.5,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1993,3361.035497,7495000,23.7,37,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2001,3942.084882,8111200,13.6,32.1,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2002,4393.967199,8171950,13.5,30.6,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2008,13799.78614,8763400,17.4,23.4,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1992,4334.433664,7382000,25.2,36.6,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2000,3534.329148,8048600,14.5,33.4,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1999,3136.093893,7982750,14.7,34.7,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2005,7169.150431,8391850,16.9,26.6,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1997,2634.158631,7838250,16.8,36.6,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2003,4945.907916,8234100,13.8,29.2,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2004,5551.448842,8306500,15.8,27.8,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2014,17584.68535,9535079,17.9,18.9,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2010,15627.60562,9054332,18.3,21.7,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2006,9830.162606,8484550,17.6,25.4,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1996,2471.585879,7763000,16.6,37.1,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1990,5502.433989,7159000,25.9,35.9,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2013,17174.31088,9416801,18.3,19.7,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2011,15754.15236,9173082,19.2,21,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1995,2420.444864,7685000,18.9,37.4,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1998,2901.351672,7913000,15.7,35.8,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,2012,16180.88715,9295784,18.8,20.4,Europe & Central Asia,Upper middle income
AZ,AZE,Azerbaijan,1994,2719.340227,7597000,21.4,37.3,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1999,4062.008663,3784389,10.748,7.2,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2010,8941.522708,3835258,9.272,5.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1992,,4301169,13.549,10.9,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1998,3658.558859,3775898,11.297,7.8,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2009,8686.598414,3837732,9.248,5.2,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2004,5723.554247,3825872,8.772,5.2,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2006,7330.409433,3838504,8.891,5.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2002,4972.278989,3808347,9.191,5.7,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2003,5261.898096,3817313,8.903,5.4,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1997,3128.002497,3779354,11.769,8.4,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2005,6412.549886,3833377,8.781,5.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1994,913.0143161,3992256,12.776,10,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1995,1158.715494,3879278,12.474,9.5,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2011,9422.276108,3832310,9.235,5,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2008,8796.280753,3839749,9.164,5.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1991,,4437898,14.066,11.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2001,4661.145307,3799747,9.627,6.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2014,10426.91728,3817554,8.947,4.2,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2007,8025.023207,3840418,9.036,5.1,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1993,,4141167,13.122,10.5,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1990,,4526996,14.664,11.3,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2013,10115.5404,3823533,9.062,4.5,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2000,4373.125089,3792878,10.168,6.6,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,1996,2269.603865,3810649,12.154,9,Europe & Central Asia,Upper middle income
BA,BIH,Bosnia and Herzegovina,2012,9705.013979,3828419,9.159,4.7,Europe & Central Asia,Upper middle income
BB,BRB,Barbados,1991,8499.596787,261281,15.829,11,Latin America & Caribbean,High income
BB,BRB,Barbados,1992,8174.755356,262184,15.63,10.4,Latin America & Caribbean,High income
BB,BRB,Barbados,2001,11386.82975,270686,13.581,8.8,Latin America & Caribbean,High income
BB,BRB,Barbados,2007,15144.58071,276154,12.764,9.8,Latin America & Caribbean,High income
BB,BRB,Barbados,2008,15444.69153,277315,12.67,9.5,Latin America & Caribbean,High income
BB,BRB,Barbados,2009,14872.86448,278466,12.575,9.3,Latin America & Caribbean,High income
BB,BRB,Barbados,2013,15876.6183,282503,12.188,8.4,Latin America & Caribbean,High income
BB,BRB,Barbados,2011,15401.54965,280602,12.379,8.9,Latin America & Caribbean,High income
BB,BRB,Barbados,2002,11622.64182,271479,13.394,9.2,Latin America & Caribbean,High income
BB,BRB,Barbados,2000,11443.57652,269838,13.79,8.7,Latin America & Caribbean,High income
BB,BRB,Barbados,1993,8402.720669,263091,15.423,9.9,Latin America & Caribbean,High income
BB,BRB,Barbados,1994,8720.635516,264015,15.206,9.5,Latin America & Caribbean,High income
BB,BRB,Barbados,2006,14563.9997,275040,12.862,9.9,Latin America & Caribbean,High income
BB,BRB,Barbados,1990,8593.944016,260374,16.025,11.6,Latin America & Caribbean,High income
BB,BRB,Barbados,1996,9555.750931,265940,14.742,8.9,Latin America & Caribbean,High income
BB,BRB,Barbados,1997,10135.93055,266944,14.5,8.7,Latin America & Caribbean,High income
BB,BRB,Barbados,1995,9053.49151,264962,14.979,9.2,Latin America & Caribbean,High income
BB,BRB,Barbados,2014,16116.48757,283380,12.098,8.2,Latin America & Caribbean,High income
BB,BRB,Barbados,2010,15036.36253,279566,12.478,9.1,Latin America & Caribbean,High income
BB,BRB,Barbados,2004,12540.47317,273091,13.088,9.8,Latin America & Caribbean,High income
BB,BRB,Barbados,2003,12073.39022,272261,13.23,9.5,Latin America & Caribbean,High income
BB,BRB,Barbados,2005,13421.01435,274013,12.967,10,Latin America & Caribbean,High income
BB,BRB,Barbados,1999,10742.94385,268920,14.018,8.6,Latin America & Caribbean,High income
BB,BRB,Barbados,2012,15673.17331,281580,12.282,8.7,Latin America & Caribbean,High income
BB,BRB,Barbados,1998,10585.96971,267949,14.256,8.6,Latin America & Caribbean,High income
BD,BGD,Bangladesh,1995,1050.6545,118427768,31.057,51.8,South Asia,Low income
BD,BGD,Bangladesh,2000,1304.442358,131280739,27.626,42.6,South Asia,Low income
BD,BGD,Bangladesh,1991,871.0798766,108509679,34.433,61,South Asia,Low income
BD,BGD,Bangladesh,2005,1724.427708,142929979,24.152,35.5,South Asia,Low income
BD,BGD,Bangladesh,1999,1235.147515,128746273,28.294,44.2,South Asia,Low income
BD,BGD,Bangladesh,2009,2273.164201,149905836,21.763,30.2,South Asia,Low income
BD,BGD,Bangladesh,1996,1094.567693,120987124,30.331,49.6,South Asia,Low income
BD,BGD,Bangladesh,1990,834.0482083,105983136,35.385,63.4,South Asia,Low income
BD,BGD,Bangladesh,2014,3134.154252,159077513,19.796,24.2,South Asia,Low income
BD,BGD,Bangladesh,2003,1495.529221,138600174,25.55,38.2,South Asia,Low income
BD,BGD,Bangladesh,1997,1138.934299,123574107,29.638,47.7,South Asia,Low income
BD,BGD,Bangladesh,2007,2031.778522,146592687,22.858,32.8,South Asia,Low income
BD,BGD,Bangladesh,2004,1591.404389,140843786,24.846,36.8,South Asia,Low income
BD,BGD,Bangladesh,1994,1000.283763,115913710,31.827,54,South Asia,Low income
BD,BGD,Bangladesh,1992,918.4548687,110987459,33.519,58.7,South Asia,Low income
BD,BGD,Bangladesh,2010,2401.71874,151616777,21.298,28.9,South Asia,Low income
BD,BGD,Bangladesh,2011,2579.335048,153405612,20.882,27.6,South Asia,Low income
BD,BGD,Bangladesh,1998,1185.987717,126169583,28.961,45.9,South Asia,Low income
BD,BGD,Bangladesh,2012,2764.781928,155257387,20.501,26.3,South Asia,Low income
BD,BGD,Bangladesh,2013,2942.810045,157157394,20.142,25.2,South Asia,Low income
BD,BGD,Bangladesh,2002,1424.312233,136228456,26.252,39.6,South Asia,Low income
BD,BGD,Bangladesh,2008,2171.629728,148252473,22.283,31.5,South Asia,Low income
BD,BGD,Bangladesh,1993,963.3034791,113442354,32.648,56.4,South Asia,Low income
BD,BGD,Bangladesh,2006,1871.000135,144839238,23.484,34.2,South Asia,Low income
BD,BGD,Bangladesh,2001,1375.759114,133776064,26.945,41,South Asia,Low income
BE,BEL,Belgium,1992,20657.57877,10045158,12.4,4.2,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1998,24831.83899,10203008,11.2,3.3,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2007,36579.6182,10625700,11.7,2.5,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1999,25922.82496,10226419,11.2,3.1,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1994,21927.93818,10115603,11.5,3.9,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2009,37629.44284,10796493,11.8,2.4,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2012,41930.66183,11128246,11.5,2.3,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1990,19052.87519,9967379,12.4,4.6,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2000,28278.29829,10251250,11.4,3,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1997,24303.3899,10181245,11.4,3.5,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2006,35071.37549,10547958,11.6,2.6,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1995,22871.159,10136811,11.4,3.8,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2010,39257.83447,10895586,11.9,2.3,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2005,33042.89928,10478617,11.4,2.6,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2001,29198.02064,10286570,11.2,2.9,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2011,40858.72517,11047744,11.6,2.3,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2013,43057.20359,11182817,11.2,2.2,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2014,43409.24089,11231213,11.1,2.2,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2003,31052.37783,10376133,11,2.8,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2004,31975.60418,10421137,11.3,2.7,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2002,30767.29975,10332785,10.9,2.8,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1993,20864.00662,10084475,12,4.1,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,2008,37846.95559,10709973,11.9,2.4,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1996,23272.62431,10156637,11.5,3.6,Europe & Central Asia,High income: OECD
BE,BEL,Belgium,1991,19973.5706,10004486,12.6,4.4,Europe & Central Asia,High income: OECD
BF,BFA,Burkina Faso,1991,582.3961199,9050090,47.296,45.8,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1999,819.0421535,11283016,46.445,43,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2010,1393.562721,15632066,42.261,30.4,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2003,966.3056617,12651596,45.487,39.6,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2014,1626.266913,17589198,40.025,27.2,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2002,904.6273875,12290984,45.776,40.8,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1997,732.4923129,10665781,46.733,43.8,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1990,530.7855756,8811033,47.417,46.3,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1992,581.194383,9297116,47.197,45.4,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2012,1547.649372,16590813,41.105,28.6,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2001,878.6072475,11943740,46.032,41.7,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2008,1300.498069,14709011,43.389,32.7,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1998,772.5805971,10969093,46.603,43.5,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1996,696.5098128,10372809,46.843,44,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2005,1096.688868,13421929,44.794,36.7,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2009,1308.546046,15165856,42.836,31.6,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2013,1583.161865,17084554,40.551,27.9,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2011,1470.435184,16106851,41.679,29.4,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1995,633.4325127,10089876,46.939,44.3,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2007,1225.850888,14264002,43.905,33.9,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1994,603.2795925,9816586,47.026,44.6,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2004,1007.368261,13028039,45.162,38.3,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2000,829.0523864,11607944,46.256,42.4,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,1993,599.1618033,9552473,47.109,45,Sub-Saharan Africa,Low income
BF,BFA,Burkina Faso,2006,1165.274265,13834195,44.375,35.2,Sub-Saharan Africa,Low income
BG,BGR,Bulgaria,1991,5161.908875,8632367,11.1,11.9,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1990,5402.669571,8718289,12.1,11.6,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2006,11440.90733,7699020,9.6,8.1,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1992,4948.480991,8540164,10.4,12.1,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1996,5275.570265,8362826,8.6,12.3,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2004,9155.589458,7781161,9,9.2,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2005,10123.97384,7739900,9.2,8.6,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1999,5778.966624,8210624,8.8,11.8,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2012,16097.83431,7305888,9.5,6.5,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2007,13319.24372,7545338,10,7.7,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2008,14934.77446,7492561,10.4,7.4,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2002,7760.335491,7868468,8.5,10.3,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2003,8386.675063,7823557,8.6,9.8,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2010,15084.32216,7395599,10.2,7.1,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1997,5404.800136,8312068,7.7,12.3,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2014,17207.59533,7223938,9.4,5.9,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1995,5536.851189,8406067,8.6,12.2,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2009,14870.80541,7444443,10.9,7.2,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2013,16573.47034,7265115,9.2,6.2,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2000,6344.336359,8170172,9,11.3,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2011,15603.05166,7348328,9.6,6.8,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1998,6120.069653,8256786,7.9,12.2,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1994,5249.481131,8443591,9.4,12.2,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,2001,6895.369912,8020282,8.5,10.8,Europe & Central Asia,Upper middle income
BG,BGR,Bulgaria,1993,5031.199903,8472313,10,12.2,Europe & Central Asia,Upper middle income
BH,BHR,Bahrain,1995,31529.02204,563730,24.446,9.5,Middle East & North Africa,High income
BH,BHR,Bahrain,2000,35792.04549,666855,21.165,4.7,Middle East & North Africa,High income
BH,BHR,Bahrain,2005,39770.76082,867014,18.442,2.4,Middle East & North Africa,High income
BH,BHR,Bahrain,1990,22879.14751,495944,29.268,15.2,Middle East & North Africa,High income
BH,BHR,Bahrain,1991,25588.16568,509654,28.305,14.5,Middle East & North Africa,High income
BH,BHR,Bahrain,2004,38724.49061,807989,19.025,2.8,Middle East & North Africa,High income
BH,BHR,Bahrain,1994,30505.92267,549151,25.344,10.9,Middle East & North Africa,High income
BH,BHR,Bahrain,2013,43400.02246,1349427,15.04,1.2,Middle East & North Africa,High income
BH,BHR,Bahrain,2002,36288.46741,725365,20.138,3.7,Middle East & North Africa,High income
BH,BHR,Bahrain,1996,32494.62222,579855,23.638,8.2,Middle East & North Africa,High income
BH,BHR,Bahrain,1993,30697.4636,535692,26.308,12.3,Middle East & North Africa,High income
BH,BHR,Bahrain,1992,27222.92149,522748,27.305,13.5,Middle East & North Africa,High income
BH,BHR,Bahrain,2009,39343.22549,1196774,16.47,1.5,Middle East & North Africa,High income
BH,BHR,Bahrain,2003,37374.89557,761595,19.595,3.2,Middle East & North Africa,High income
BH,BHR,Bahrain,1999,34579.99318,640904,21.693,5.3,Middle East & North Africa,High income
BH,BHR,Bahrain,2012,40992.55678,1333577,15.414,1.2,Middle East & North Africa,High income
BH,BHR,Bahrain,1998,33861.90576,618054,22.269,6.1,Middle East & North Africa,High income
BH,BHR,Bahrain,2010,39423.65129,1261319,16.107,1.4,Middle East & North Africa,High income
BH,BHR,Bahrain,1997,33048.3316,597834,22.915,7,Middle East & North Africa,High income
BH,BHR,Bahrain,2008,40843.84606,1115777,16.879,1.6,Middle East & North Africa,High income
BH,BHR,Bahrain,2001,36005.75474,694893,20.656,4.2,Middle East & North Africa,High income
BH,BHR,Bahrain,2011,39676.71702,1306014,15.764,1.3,Middle East & North Africa,High income
BH,BHR,Bahrain,2007,40979.87158,1026568,17.347,1.8,Middle East & North Africa,High income
BH,BHR,Bahrain,2014,45666.48945,1361930,14.636,1.1,Middle East & North Africa,High income
BH,BHR,Bahrain,2006,40220.94274,940808,17.873,2.1,Middle East & North Africa,High income
BI,BDI,Burundi,1993,680.303455,6019901,47.287,42,Sub-Saharan Africa,Low income
BI,BDI,Burundi,2000,565.3579325,6767073,42.571,39.4,Sub-Saharan Africa,Low income
BI,BDI,Burundi,1996,559.2600749,6333415,44.653,41.3,Sub-Saharan Africa,Low income
